station,valid, tmpf ,  tmpc ,  dwpf ,  dwpc
RSP,2016-08-17 18:54,80.96,27.20,66.92,19.40
BWI,2016-08-17 18:54,89.06,31.70,69.98,21.10
DMH,2016-08-17 18:54,89.96,32.20,68.00,20.00
BWI,2016-08-17 18:55,M,M,M,M
BWI,2016-08-17 19:00,M,M,M,M
BWI,2016-08-17 19:05,M,M,M,M
BWI,2016-08-17 19:10,M,M,M,M
BWI,2016-08-17 19:15,M,M,M,M
BWI,2016-08-17 19:20,M,M,M,M
BWI,2016-08-17 19:25,M,M,M,M
BWI,2016-08-17 19:30,M,M,M,M
BWI,2016-08-17 19:35,M,M,M,M
BWI,2016-08-17 19:40,M,M,M,M
BWI,2016-08-17 19:45,M,M,M,M
BWI,2016-08-17 19:50,M,M,M,M
DMH,2016-08-17 19:54,91.04,32.80,64.94,18.30
RSP,2016-08-17 19:54,80.96,27.20,68.00,20.00
BWI,2016-08-17 19:54,89.96,32.20,69.08,20.60
BWI,2016-08-17 19:55,M,M,M,M
BWI,2016-08-17 20:00,M,M,M,M
BWI,2016-08-17 20:05,M,M,M,M
BWI,2016-08-17 20:10,M,M,M,M
BWI,2016-08-17 20:15,M,M,M,M
BWI,2016-08-17 20:20,M,M,M,M
BWI,2016-08-17 20:25,M,M,M,M
BWI,2016-08-17 20:30,M,M,M,M
BWI,2016-08-17 20:35,M,M,M,M
BWI,2016-08-17 20:40,M,M,M,M
BWI,2016-08-17 20:45,M,M,M,M
BWI,2016-08-17 20:50,M,M,M,M
RSP,2016-08-17 20:54,82.04,27.80,68.00,20.00
BWI,2016-08-17 20:54,87.98,31.10,69.08,20.60
DMH,2016-08-17 20:54,91.04,32.80,66.92,19.40
BWI,2016-08-17 20:55,M,M,M,M
BWI,2016-08-17 21:00,M,M,M,M
BWI,2016-08-17 21:05,M,M,M,M
BWI,2016-08-17 21:10,M,M,M,M
BWI,2016-08-17 21:15,M,M,M,M
BWI,2016-08-17 21:20,M,M,M,M
BWI,2016-08-17 21:25,M,M,M,M
BWI,2016-08-17 21:30,M,M,M,M
RSP,2016-08-17 21:33,77.00,25.00,69.80,21.00
BWI,2016-08-17 21:35,M,M,M,M
BWI,2016-08-17 21:40,M,M,M,M
BWI,2016-08-17 21:45,M,M,M,M
BWI,2016-08-17 21:50,M,M,M,M
BWI,2016-08-17 21:54,89.96,32.20,68.00,20.00
RSP,2016-08-17 21:54,75.02,23.90,71.06,21.70
DMH,2016-08-17 21:54,89.96,32.20,66.92,19.40
BWI,2016-08-17 21:55,M,M,M,M
BWI,2016-08-17 22:00,M,M,M,M
BWI,2016-08-17 22:05,M,M,M,M
BWI,2016-08-17 22:10,M,M,M,M
BWI,2016-08-17 22:15,M,M,M,M
BWI,2016-08-17 22:20,M,M,M,M
BWI,2016-08-17 22:25,M,M,M,M
RSP,2016-08-17 22:28,75.20,24.00,71.60,22.00
BWI,2016-08-17 22:30,M,M,M,M
BWI,2016-08-17 22:35,M,M,M,M
BWI,2016-08-17 22:40,M,M,M,M
RSP,2016-08-17 22:44,75.20,24.00,71.60,22.00
BWI,2016-08-17 22:45,M,M,M,M
BWI,2016-08-17 22:50,M,M,M,M
BWI,2016-08-17 22:54,89.06,31.70,68.00,20.00
RSP,2016-08-17 22:54,75.02,23.90,69.98,21.10
DMH,2016-08-17 22:54,89.96,32.20,66.02,18.90
BWI,2016-08-17 22:55,M,M,M,M
BWI,2016-08-17 23:00,M,M,M,M
BWI,2016-08-17 23:05,M,M,M,M
BWI,2016-08-17 23:10,M,M,M,M
BWI,2016-08-17 23:15,M,M,M,M
RSP,2016-08-17 23:19,73.40,23.00,71.60,22.00
BWI,2016-08-17 23:20,M,M,M,M
BWI,2016-08-17 23:25,M,M,M,M
RSP,2016-08-17 23:28,73.40,23.00,71.60,22.00
BWI,2016-08-17 23:30,M,M,M,M
BWI,2016-08-17 23:35,M,M,M,M
BWI,2016-08-17 23:40,M,M,M,M
RSP,2016-08-17 23:44,73.40,23.00,71.60,22.00
BWI,2016-08-17 23:45,M,M,M,M
BWI,2016-08-17 23:50,M,M,M,M
RSP,2016-08-17 23:54,73.04,22.80,71.06,21.70
DMH,2016-08-17 23:54,89.06,31.70,66.92,19.40
BWI,2016-08-17 23:54,84.02,28.90,71.06,21.70
BWI,2016-08-17 23:55,M,M,M,M
BWI,2016-08-18 00:00,M,M,M,M
BWI,2016-08-18 00:05,M,M,M,M
BWI,2016-08-18 00:10,M,M,M,M
RSP,2016-08-18 00:11,71.60,22.00,71.60,22.00
BWI,2016-08-18 00:15,M,M,M,M
BWI,2016-08-18 00:20,M,M,M,M
RSP,2016-08-18 00:22,71.60,22.00,71.60,22.00
BWI,2016-08-18 00:25,M,M,M,M
BWI,2016-08-18 00:30,M,M,M,M
BWI,2016-08-18 00:35,M,M,M,M
BWI,2016-08-18 00:40,M,M,M,M
BWI,2016-08-18 00:45,M,M,M,M
BWI,2016-08-18 00:46,77.00,25.00,73.04,22.80
BWI,2016-08-18 00:50,M,M,M,M
RSP,2016-08-18 00:54,71.96,22.20,69.98,21.10
DMH,2016-08-18 00:54,87.08,30.60,69.98,21.10
BWI,2016-08-18 00:54,75.02,23.90,71.06,21.70
BWI,2016-08-18 00:55,M,M,M,M
BWI,2016-08-18 01:00,M,M,M,M
BWI,2016-08-18 01:05,M,M,M,M
BWI,2016-08-18 01:10,M,M,M,M
BWI,2016-08-18 01:11,73.94,23.30,69.08,20.60
BWI,2016-08-18 01:15,M,M,M,M
BWI,2016-08-18 01:20,M,M,M,M
BWI,2016-08-18 01:25,M,M,M,M
BWI,2016-08-18 01:30,M,M,M,M
BWI,2016-08-18 01:35,M,M,M,M
BWI,2016-08-18 01:40,M,M,M,M
BWI,2016-08-18 01:45,M,M,M,M
BWI,2016-08-18 01:49,73.40,23.00,71.60,22.00
BWI,2016-08-18 01:50,M,M,M,M
BWI,2016-08-18 01:54,71.96,22.20,69.98,21.10
RSP,2016-08-18 01:54,71.06,21.70,69.08,20.60
DMH,2016-08-18 01:54,77.00,25.00,73.94,23.30
BWI,2016-08-18 01:55,M,M,M,M
BWI,2016-08-18 02:00,M,M,M,M
BWI,2016-08-18 02:05,M,M,M,M
BWI,2016-08-18 02:10,M,M,M,M
BWI,2016-08-18 02:15,M,M,M,M
BWI,2016-08-18 02:18,71.60,22.00,69.80,21.00
BWI,2016-08-18 02:20,M,M,M,M
BWI,2016-08-18 02:25,M,M,M,M
BWI,2016-08-18 02:30,M,M,M,M
RSP,2016-08-18 02:34,71.60,22.00,69.80,21.00
BWI,2016-08-18 02:35,M,M,M,M
BWI,2016-08-18 02:40,M,M,M,M
BWI,2016-08-18 02:45,M,M,M,M
BWI,2016-08-18 02:50,M,M,M,M
BWI,2016-08-18 02:54,73.04,22.80,71.06,21.70
DMH,2016-08-18 02:54,73.04,22.80,71.06,21.70
BWI,2016-08-18 02:55,M,M,M,M
BWI,2016-08-18 03:00,M,M,M,M
RSP,2016-08-18 03:01,71.60,22.00,69.80,21.00
BWI,2016-08-18 03:05,M,M,M,M
BWI,2016-08-18 03:10,M,M,M,M
BWI,2016-08-18 03:15,M,M,M,M
RSP,2016-08-18 03:16,71.60,22.00,69.80,21.00
BWI,2016-08-18 03:20,M,M,M,M
BWI,2016-08-18 03:25,M,M,M,M
BWI,2016-08-18 03:27,73.04,22.80,69.98,21.10
BWI,2016-08-18 03:30,M,M,M,M
BWI,2016-08-18 03:35,M,M,M,M
BWI,2016-08-18 03:40,M,M,M,M
RSP,2016-08-18 03:44,71.60,22.00,69.80,21.00
BWI,2016-08-18 03:45,M,M,M,M
BWI,2016-08-18 03:50,M,M,M,M
DMH,2016-08-18 03:54,73.94,23.30,71.06,21.70
BWI,2016-08-18 03:54,73.04,22.80,71.06,21.70
RSP,2016-08-18 03:54,71.06,21.70,69.08,20.60
BWI,2016-08-18 03:55,M,M,M,M
BWI,2016-08-18 04:00,M,M,M,M
BWI,2016-08-18 04:05,M,M,M,M
RSP,2016-08-18 04:08,71.60,22.00,69.80,21.00
BWI,2016-08-18 04:10,M,M,M,M
BWI,2016-08-18 04:15,M,M,M,M
BWI,2016-08-18 04:20,M,M,M,M
BWI,2016-08-18 04:25,M,M,M,M
BWI,2016-08-18 04:30,M,M,M,M
BWI,2016-08-18 04:35,M,M,M,M
BWI,2016-08-18 04:40,M,M,M,M
RSP,2016-08-18 04:42,69.80,21.00,69.80,21.00
BWI,2016-08-18 04:45,M,M,M,M
BWI,2016-08-18 04:50,M,M,M,M
RSP,2016-08-18 04:54,69.98,21.10,69.08,20.60
BWI,2016-08-18 04:54,73.04,22.80,71.06,21.70
DMH,2016-08-18 04:54,75.02,23.90,71.96,22.20
BWI,2016-08-18 04:55,M,M,M,M
BWI,2016-08-18 05:00,M,M,M,M
BWI,2016-08-18 05:05,M,M,M,M
BWI,2016-08-18 05:10,M,M,M,M
BWI,2016-08-18 05:15,M,M,M,M
BWI,2016-08-18 05:20,M,M,M,M
BWI,2016-08-18 05:25,M,M,M,M
BWI,2016-08-18 05:30,M,M,M,M
BWI,2016-08-18 05:35,73.04,22.80,71.06,21.70
BWI,2016-08-18 05:40,M,M,M,M
RSP,2016-08-18 05:45,71.60,22.00,69.80,21.00
BWI,2016-08-18 05:45,M,M,M,M
BWI,2016-08-18 05:50,M,M,M,M
RSP,2016-08-18 05:54,71.06,21.70,69.98,21.10
BWI,2016-08-18 05:54,73.04,22.80,71.96,22.20
DMH,2016-08-18 05:54,75.02,23.90,71.96,22.20
BWI,2016-08-18 05:55,M,M,M,M
BWI,2016-08-18 06:00,M,M,M,M
BWI,2016-08-18 06:05,M,M,M,M
RSP,2016-08-18 06:09,71.60,22.00,69.80,21.00
BWI,2016-08-18 06:10,M,M,M,M
BWI,2016-08-18 06:15,M,M,M,M
RSP,2016-08-18 06:17,71.60,22.00,69.80,21.00
BWI,2016-08-18 06:20,M,M,M,M
BWI,2016-08-18 06:25,M,M,M,M
BWI,2016-08-18 06:28,73.40,23.00,71.60,22.00
BWI,2016-08-18 06:30,M,M,M,M
BWI,2016-08-18 06:35,M,M,M,M
BWI,2016-08-18 06:40,M,M,M,M
BWI,2016-08-18 06:44,73.40,23.00,71.60,22.00
BWI,2016-08-18 06:45,M,M,M,M
BWI,2016-08-18 06:50,M,M,M,M
BWI,2016-08-18 06:54,73.04,22.80,71.06,21.70
DMH,2016-08-18 06:54,73.94,23.30,71.96,22.20
RSP,2016-08-18 06:54,69.98,21.10,68.00,20.00
BWI,2016-08-18 06:55,M,M,M,M
BWI,2016-08-18 07:00,M,M,M,M
BWI,2016-08-18 07:05,M,M,M,M
BWI,2016-08-18 07:06,73.04,22.80,71.06,21.70
BWI,2016-08-18 07:10,M,M,M,M
BWI,2016-08-18 07:15,M,M,M,M
BWI,2016-08-18 07:20,M,M,M,M
BWI,2016-08-18 07:25,M,M,M,M
BWI,2016-08-18 07:30,M,M,M,M
BWI,2016-08-18 07:35,M,M,M,M
BWI,2016-08-18 07:40,M,M,M,M
BWI,2016-08-18 07:45,M,M,M,M
BWI,2016-08-18 07:50,M,M,M,M
BWI,2016-08-18 07:54,73.04,22.80,71.06,21.70
RSP,2016-08-18 07:54,71.06,21.70,69.08,20.60
DMH,2016-08-18 07:54,73.94,23.30,71.96,22.20
BWI,2016-08-18 07:55,M,M,M,M
BWI,2016-08-18 08:00,M,M,M,M
BWI,2016-08-18 08:05,M,M,M,M
BWI,2016-08-18 08:10,M,M,M,M
RSP,2016-08-18 08:12,71.60,22.00,69.80,21.00
BWI,2016-08-18 08:15,M,M,M,M
BWI,2016-08-18 08:20,M,M,M,M
RSP,2016-08-18 08:22,71.60,22.00,69.80,21.00
BWI,2016-08-18 08:25,M,M,M,M
BWI,2016-08-18 08:30,M,M,M,M
BWI,2016-08-18 08:35,M,M,M,M
BWI,2016-08-18 08:40,M,M,M,M
BWI,2016-08-18 08:45,M,M,M,M
BWI,2016-08-18 08:50,M,M,M,M
BWI,2016-08-18 08:54,73.04,22.80,71.06,21.70
DMH,2016-08-18 08:54,75.02,23.90,71.06,21.70
RSP,2016-08-18 08:54,71.06,21.70,69.08,20.60
BWI,2016-08-18 08:55,M,M,M,M
BWI,2016-08-18 09:00,M,M,M,M
BWI,2016-08-18 09:05,M,M,M,M
RSP,2016-08-18 09:10,69.80,21.00,68.00,20.00
BWI,2016-08-18 09:10,M,M,M,M
BWI,2016-08-18 09:15,M,M,M,M
BWI,2016-08-18 09:20,M,M,M,M
BWI,2016-08-18 09:25,M,M,M,M
RSP,2016-08-18 09:26,69.80,21.00,68.00,20.00
BWI,2016-08-18 09:30,M,M,M,M
BWI,2016-08-18 09:35,M,M,M,M
RSP,2016-08-18 09:37,69.80,21.00,68.00,20.00
BWI,2016-08-18 09:40,M,M,M,M
BWI,2016-08-18 09:45,M,M,M,M
BWI,2016-08-18 09:50,M,M,M,M
BWI,2016-08-18 09:54,73.04,22.80,71.96,22.20
RSP,2016-08-18 09:54,69.98,21.10,68.00,20.00
DMH,2016-08-18 09:54,75.02,23.90,71.06,21.70
BWI,2016-08-18 09:55,M,M,M,M
BWI,2016-08-18 10:00,M,M,M,M
BWI,2016-08-18 10:05,M,M,M,M
BWI,2016-08-18 10:10,M,M,M,M
BWI,2016-08-18 10:15,M,M,M,M
BWI,2016-08-18 10:20,M,M,M,M
BWI,2016-08-18 10:25,M,M,M,M
BWI,2016-08-18 10:30,M,M,M,M
BWI,2016-08-18 10:35,M,M,M,M
RSP,2016-08-18 10:37,69.80,21.00,68.00,20.00
BWI,2016-08-18 10:40,M,M,M,M
BWI,2016-08-18 10:45,M,M,M,M
BWI,2016-08-18 10:50,M,M,M,M
RSP,2016-08-18 10:54,69.08,20.60,66.92,19.40
DMH,2016-08-18 10:54,75.02,23.90,71.06,21.70
BWI,2016-08-18 10:54,73.04,22.80,71.96,22.20
BWI,2016-08-18 10:55,M,M,M,M
BWI,2016-08-18 11:00,M,M,M,M
BWI,2016-08-18 11:05,M,M,M,M
BWI,2016-08-18 11:10,M,M,M,M
BWI,2016-08-18 11:15,M,M,M,M
BWI,2016-08-18 11:20,M,M,M,M
BWI,2016-08-18 11:25,M,M,M,M
BWI,2016-08-18 11:30,M,M,M,M
BWI,2016-08-18 11:35,M,M,M,M
RSP,2016-08-18 11:39,69.80,21.00,68.00,20.00
BWI,2016-08-18 11:40,M,M,M,M
BWI,2016-08-18 11:45,M,M,M,M
BWI,2016-08-18 11:50,M,M,M,M
RSP,2016-08-18 11:54,71.06,21.70,68.00,20.00
DMH,2016-08-18 11:54,75.92,24.40,71.06,21.70
BWI,2016-08-18 11:54,73.94,23.30,71.96,22.20
BWI,2016-08-18 11:55,M,M,M,M
BWI,2016-08-18 12:00,M,M,M,M
RSP,2016-08-18 12:05,71.60,22.00,68.00,20.00
BWI,2016-08-18 12:05,M,M,M,M
BWI,2016-08-18 12:10,M,M,M,M
BWI,2016-08-18 12:15,M,M,M,M
BWI,2016-08-18 12:20,M,M,M,M
BWI,2016-08-18 12:25,M,M,M,M
BWI,2016-08-18 12:30,M,M,M,M
BWI,2016-08-18 12:35,M,M,M,M
BWI,2016-08-18 12:40,M,M,M,M
BWI,2016-08-18 12:45,M,M,M,M
BWI,2016-08-18 12:50,M,M,M,M
BWI,2016-08-18 12:54,75.92,24.40,71.96,22.20
RSP,2016-08-18 12:54,73.04,22.80,68.00,20.00
DMH,2016-08-18 12:54,77.00,25.00,69.98,21.10
BWI,2016-08-18 12:55,M,M,M,M
BWI,2016-08-18 13:00,M,M,M,M
BWI,2016-08-18 13:05,M,M,M,M
BWI,2016-08-18 13:10,M,M,M,M
BWI,2016-08-18 13:15,M,M,M,M
BWI,2016-08-18 13:20,M,M,M,M
BWI,2016-08-18 13:25,M,M,M,M
BWI,2016-08-18 13:30,M,M,M,M
BWI,2016-08-18 13:35,M,M,M,M
BWI,2016-08-18 13:40,M,M,M,M
BWI,2016-08-18 13:45,M,M,M,M
BWI,2016-08-18 13:50,M,M,M,M
RSP,2016-08-18 13:54,75.02,23.90,68.00,20.00
BWI,2016-08-18 13:54,78.08,25.60,71.06,21.70
DMH,2016-08-18 13:54,80.06,26.70,69.98,21.10
BWI,2016-08-18 13:55,M,M,M,M
BWI,2016-08-18 14:00,M,M,M,M
BWI,2016-08-18 14:05,M,M,M,M
BWI,2016-08-18 14:10,M,M,M,M
BWI,2016-08-18 14:15,M,M,M,M
BWI,2016-08-18 14:20,M,M,M,M
BWI,2016-08-18 14:25,M,M,M,M
BWI,2016-08-18 14:30,M,M,M,M
BWI,2016-08-18 14:35,M,M,M,M
BWI,2016-08-18 14:40,M,M,M,M
BWI,2016-08-18 14:45,M,M,M,M
BWI,2016-08-18 14:50,M,M,M,M
DMH,2016-08-18 14:54,80.96,27.20,69.08,20.60
BWI,2016-08-18 14:54,80.06,26.70,71.06,21.70
RSP,2016-08-18 14:54,77.00,25.00,69.08,20.60
BWI,2016-08-18 14:55,M,M,M,M
BWI,2016-08-18 15:00,M,M,M,M
BWI,2016-08-18 15:05,M,M,M,M
BWI,2016-08-18 15:10,M,M,M,M
BWI,2016-08-18 15:15,M,M,M,M
BWI,2016-08-18 15:20,M,M,M,M
RSP,2016-08-18 15:22,75.20,24.00,69.80,21.00
BWI,2016-08-18 15:25,M,M,M,M
BWI,2016-08-18 15:30,M,M,M,M
BWI,2016-08-18 15:35,M,M,M,M
BWI,2016-08-18 15:40,M,M,M,M
BWI,2016-08-18 15:45,M,M,M,M
BWI,2016-08-18 15:50,M,M,M,M
DMH,2016-08-18 15:54,84.02,28.90,68.00,20.00
BWI,2016-08-18 15:54,82.04,27.80,71.06,21.70
RSP,2016-08-18 15:54,80.06,26.70,69.98,21.10
BWI,2016-08-18 15:55,M,M,M,M
BWI,2016-08-18 16:00,M,M,M,M
BWI,2016-08-18 16:05,M,M,M,M
BWI,2016-08-18 16:10,M,M,M,M
BWI,2016-08-18 16:15,M,M,M,M
BWI,2016-08-18 16:20,M,M,M,M
BWI,2016-08-18 16:25,M,M,M,M
BWI,2016-08-18 16:30,M,M,M,M
BWI,2016-08-18 16:35,M,M,M,M
BWI,2016-08-18 16:40,M,M,M,M
BWI,2016-08-18 16:45,M,M,M,M
BWI,2016-08-18 16:50,M,M,M,M
DMH,2016-08-18 16:54,84.92,29.40,66.92,19.40
RSP,2016-08-18 16:54,78.08,25.60,68.00,20.00
BWI,2016-08-18 16:54,84.92,29.40,69.08,20.60
BWI,2016-08-18 16:55,M,M,M,M
BWI,2016-08-18 17:00,M,M,M,M
BWI,2016-08-18 17:05,M,M,M,M
BWI,2016-08-18 17:10,M,M,M,M
BWI,2016-08-18 17:15,M,M,M,M
BWI,2016-08-18 17:20,M,M,M,M
BWI,2016-08-18 17:25,M,M,M,M
BWI,2016-08-18 17:30,M,M,M,M
BWI,2016-08-18 17:35,M,M,M,M
BWI,2016-08-18 17:40,M,M,M,M
BWI,2016-08-18 17:45,M,M,M,M
BWI,2016-08-18 17:50,M,M,M,M
BWI,2016-08-18 17:54,87.08,30.60,69.08,20.60
RSP,2016-08-18 17:54,78.98,26.10,66.92,19.40
BWI,2016-08-18 17:55,M,M,M,M
BWI,2016-08-18 18:00,M,M,M,M
BWI,2016-08-18 18:05,M,M,M,M
BWI,2016-08-18 18:10,M,M,M,M
BWI,2016-08-18 18:15,M,M,M,M
BWI,2016-08-18 18:20,M,M,M,M
BWI,2016-08-18 18:25,M,M,M,M
BWI,2016-08-18 18:30,M,M,M,M
BWI,2016-08-18 18:35,M,M,M,M
BWI,2016-08-18 18:40,M,M,M,M
BWI,2016-08-18 18:45,M,M,M,M
BWI,2016-08-18 18:50,M,M,M,M
RSP,2016-08-18 18:54,78.98,26.10,66.92,19.40
DMH,2016-08-18 18:54,87.98,31.10,68.00,20.00
BWI,2016-08-18 18:54,87.08,30.60,68.00,20.00
BWI,2016-08-18 18:55,M,M,M,M
BWI,2016-08-18 19:00,M,M,M,M
BWI,2016-08-18 19:05,M,M,M,M
BWI,2016-08-18 19:10,M,M,M,M
BWI,2016-08-18 19:15,M,M,M,M
BWI,2016-08-18 19:20,M,M,M,M
BWI,2016-08-18 19:25,M,M,M,M
BWI,2016-08-18 19:30,M,M,M,M
BWI,2016-08-18 19:35,M,M,M,M
BWI,2016-08-18 19:40,M,M,M,M
BWI,2016-08-18 19:45,M,M,M,M
BWI,2016-08-18 19:50,M,M,M,M
BWI,2016-08-18 19:54,87.08,30.60,68.00,20.00
RSP,2016-08-18 19:54,78.98,26.10,66.92,19.40
DMH,2016-08-18 19:54,87.98,31.10,66.02,18.90
BWI,2016-08-18 19:55,M,M,M,M
BWI,2016-08-18 20:00,M,M,M,M
BWI,2016-08-18 20:05,M,M,M,M
BWI,2016-08-18 20:10,M,M,M,M
BWI,2016-08-18 20:15,M,M,M,M
BWI,2016-08-18 20:20,M,M,M,M
BWI,2016-08-18 20:25,M,M,M,M
BWI,2016-08-18 20:30,M,M,M,M
BWI,2016-08-18 20:35,M,M,M,M
BWI,2016-08-18 20:40,M,M,M,M
BWI,2016-08-18 20:45,M,M,M,M
BWI,2016-08-18 20:50,M,M,M,M
BWI,2016-08-18 20:54,87.98,31.10,66.92,19.40
RSP,2016-08-18 20:54,80.96,27.20,68.00,20.00
DMH,2016-08-18 20:54,89.96,32.20,68.00,20.00
BWI,2016-08-18 20:55,M,M,M,M
BWI,2016-08-18 21:00,M,M,M,M
BWI,2016-08-18 21:05,M,M,M,M
BWI,2016-08-18 21:10,M,M,M,M
BWI,2016-08-18 21:15,M,M,M,M
BWI,2016-08-18 21:20,M,M,M,M
BWI,2016-08-18 21:25,M,M,M,M
BWI,2016-08-18 21:30,M,M,M,M
BWI,2016-08-18 21:35,M,M,M,M
BWI,2016-08-18 21:40,M,M,M,M
BWI,2016-08-18 21:45,M,M,M,M
BWI,2016-08-18 21:50,M,M,M,M
DMH,2016-08-18 21:54,87.98,31.10,66.92,19.40
BWI,2016-08-18 21:54,87.08,30.60,66.92,19.40
RSP,2016-08-18 21:54,80.96,27.20,64.94,18.30
BWI,2016-08-18 21:55,M,M,M,M
BWI,2016-08-18 22:00,M,M,M,M
BWI,2016-08-18 22:05,M,M,M,M
BWI,2016-08-18 22:10,M,M,M,M
BWI,2016-08-18 22:15,M,M,M,M
BWI,2016-08-18 22:20,M,M,M,M
BWI,2016-08-18 22:25,M,M,M,M
BWI,2016-08-18 22:30,M,M,M,M
BWI,2016-08-18 22:35,M,M,M,M
BWI,2016-08-18 22:40,M,M,M,M
BWI,2016-08-18 22:45,M,M,M,M
BWI,2016-08-18 22:50,M,M,M,M
RSP,2016-08-18 22:54,75.92,24.40,66.02,18.90
BWI,2016-08-18 22:54,84.92,29.40,66.92,19.40
BWI,2016-08-18 22:55,M,M,M,M
BWI,2016-08-18 23:00,M,M,M,M
BWI,2016-08-18 23:05,M,M,M,M
BWI,2016-08-18 23:10,M,M,M,M
BWI,2016-08-18 23:15,M,M,M,M
BWI,2016-08-18 23:20,M,M,M,M
BWI,2016-08-18 23:25,M,M,M,M
BWI,2016-08-18 23:30,M,M,M,M
BWI,2016-08-18 23:35,M,M,M,M
BWI,2016-08-18 23:40,M,M,M,M
BWI,2016-08-18 23:45,M,M,M,M
BWI,2016-08-18 23:50,M,M,M,M
DMH,2016-08-18 23:54,87.08,30.60,66.92,19.40
BWI,2016-08-18 23:54,82.04,27.80,69.98,21.10
RSP,2016-08-18 23:54,73.94,23.30,64.94,18.30
BWI,2016-08-18 23:55,M,M,M,M
BWI,2016-08-19 00:00,M,M,M,M
BWI,2016-08-19 00:05,M,M,M,M
BWI,2016-08-19 00:10,M,M,M,M
BWI,2016-08-19 00:15,M,M,M,M
BWI,2016-08-19 00:20,M,M,M,M
BWI,2016-08-19 00:25,M,M,M,M
BWI,2016-08-19 00:30,M,M,M,M
BWI,2016-08-19 00:35,M,M,M,M
BWI,2016-08-19 00:40,M,M,M,M
BWI,2016-08-19 00:45,M,M,M,M
BWI,2016-08-19 00:50,M,M,M,M
RSP,2016-08-19 00:54,73.04,22.80,64.94,18.30
BWI,2016-08-19 00:54,80.06,26.70,69.08,20.60
DMH,2016-08-19 00:54,86.00,30.00,66.92,19.40
BWI,2016-08-19 00:55,M,M,M,M
BWI,2016-08-19 01:00,M,M,M,M
BWI,2016-08-19 01:05,M,M,M,M
BWI,2016-08-19 01:10,M,M,M,M
BWI,2016-08-19 01:15,M,M,M,M
BWI,2016-08-19 01:20,M,M,M,M
BWI,2016-08-19 01:25,M,M,M,M
BWI,2016-08-19 01:30,M,M,M,M
BWI,2016-08-19 01:35,M,M,M,M
BWI,2016-08-19 01:40,M,M,M,M
BWI,2016-08-19 01:45,M,M,M,M
BWI,2016-08-19 01:50,M,M,M,M
RSP,2016-08-19 01:54,71.06,21.70,64.04,17.80
DMH,2016-08-19 01:54,84.02,28.90,68.00,20.00
BWI,2016-08-19 01:54,78.98,26.10,71.06,21.70
BWI,2016-08-19 01:55,M,M,M,M
BWI,2016-08-19 02:00,M,M,M,M
BWI,2016-08-19 02:05,M,M,M,M
BWI,2016-08-19 02:10,M,M,M,M
BWI,2016-08-19 02:15,M,M,M,M
BWI,2016-08-19 02:20,M,M,M,M
BWI,2016-08-19 02:25,M,M,M,M
BWI,2016-08-19 02:30,M,M,M,M
BWI,2016-08-19 02:35,M,M,M,M
BWI,2016-08-19 02:40,M,M,M,M
BWI,2016-08-19 02:45,M,M,M,M
BWI,2016-08-19 02:50,M,M,M,M
RSP,2016-08-19 02:54,69.98,21.10,64.04,17.80
BWI,2016-08-19 02:54,78.98,26.10,71.06,21.70
DMH,2016-08-19 02:54,82.94,28.30,69.08,20.60
BWI,2016-08-19 02:55,M,M,M,M
BWI,2016-08-19 03:00,M,M,M,M
BWI,2016-08-19 03:05,M,M,M,M
BWI,2016-08-19 03:10,M,M,M,M
BWI,2016-08-19 03:15,M,M,M,M
BWI,2016-08-19 03:20,M,M,M,M
BWI,2016-08-19 03:25,M,M,M,M
BWI,2016-08-19 03:30,M,M,M,M
BWI,2016-08-19 03:35,M,M,M,M
BWI,2016-08-19 03:40,M,M,M,M
BWI,2016-08-19 03:45,M,M,M,M
BWI,2016-08-19 03:50,M,M,M,M
RSP,2016-08-19 03:54,69.98,21.10,62.96,17.20
DMH,2016-08-19 03:54,82.04,27.80,68.00,20.00
BWI,2016-08-19 03:54,77.00,25.00,69.98,21.10
BWI,2016-08-19 03:55,M,M,M,M
BWI,2016-08-19 04:00,M,M,M,M
BWI,2016-08-19 04:05,M,M,M,M
BWI,2016-08-19 04:10,M,M,M,M
BWI,2016-08-19 04:15,M,M,M,M
BWI,2016-08-19 04:20,M,M,M,M
BWI,2016-08-19 04:25,M,M,M,M
BWI,2016-08-19 04:30,M,M,M,M
BWI,2016-08-19 04:35,M,M,M,M
BWI,2016-08-19 04:40,M,M,M,M
BWI,2016-08-19 04:45,M,M,M,M
BWI,2016-08-19 04:50,M,M,M,M
BWI,2016-08-19 04:54,75.92,24.40,69.98,21.10
RSP,2016-08-19 04:54,69.98,21.10,62.96,17.20
DMH,2016-08-19 04:54,80.96,27.20,68.00,20.00
BWI,2016-08-19 04:55,M,M,M,M
BWI,2016-08-19 05:00,M,M,M,M
BWI,2016-08-19 05:05,M,M,M,M
BWI,2016-08-19 05:10,M,M,M,M
BWI,2016-08-19 05:15,M,M,M,M
BWI,2016-08-19 05:20,M,M,M,M
BWI,2016-08-19 05:25,M,M,M,M
BWI,2016-08-19 05:30,M,M,M,M
BWI,2016-08-19 05:35,M,M,M,M
BWI,2016-08-19 05:40,M,M,M,M
BWI,2016-08-19 05:45,M,M,M,M
BWI,2016-08-19 05:50,M,M,M,M
BWI,2016-08-19 05:54,73.94,23.30,66.92,19.40
RSP,2016-08-19 05:54,69.08,20.60,62.96,17.20
