,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX,TSK,QVAPOR,net_lw,r_net
2016-05-26 12:00:00,27.862512207,686.22064209,119.291557312,412.140075684,481.445831299,210.273605347,129.074783325,-126.84526062,304.366394043,0.0118506709114,-69.3057556152,497.623329163
2016-05-26 13:00:00,28.4983459473,985.721618652,171.356338501,370.095336914,498.379455566,277.28793335,210.14743042,-156.710449219,306.77520752,0.0116759072989,-128.284118652,686.081161499
2016-05-26 14:00:00,29.4731384277,962.758666992,167.364578247,379.955932617,505.102081299,281.945373535,214.364044189,-130.40447998,307.558166504,0.0120651209727,-125.146148682,670.247940063
2016-05-26 15:00:00,29.6879211426,889.178100586,154.573394775,375.736968994,502.395690918,274.265136719,196.907104492,-95.751159668,307.106750488,0.0113600343466,-126.658721924,607.945983887
2016-05-26 16:00:00,29.7545715332,759.001525879,131.943710327,384.297790527,498.89831543,242.204605103,169.053619385,-64.5370635986,306.489318848,0.012144911103,-114.600524902,512.457290649
2016-05-26 17:00:00,29.6562744141,594.193664551,103.29372406,385.174468994,490.907104492,215.987014771,113.497009277,-27.4895687103,305.086364746,0.0108960345387,-105.732635498,385.167304993
2016-05-26 18:00:00,28.8353515625,404.862487793,70.3806686401,383.935028076,475.79510498,158.517089844,64.0183105469,4.33247756958,303.309692383,0.0115657672286,-91.8600769043,242.621742249
2016-05-26 19:00:00,26.203302002,32.3198051453,5.61842679977,418.343414307,459.713989258,37.3407516479,8.94874191284,69.5542221069,299.548400879,0.0121546071023,-41.3705749512,-14.6691966057
2016-05-26 20:00:00,25.4796081543,14.2949848175,2.48501944542,415.570800781,451.354278564,21.7313728333,0.0135898590088,53.2344894409,298.629974365,0.0116056790575,-35.7834777832,-23.9735124111
2016-05-26 21:00:00,24.4949890137,0.0,0.0,376.303863525,442.25869751,6.0816526413,-16.6527805328,58.474773407,297.199462891,0.0115133533254,-65.9548339844,-65.9548339844
2016-05-26 22:00:00,22.9098754883,0.0,0.0,371.085845947,433.416595459,5.73637771606,-14.350227356,56.7144432068,295.719116211,0.0113533297554,-62.3307495117,-62.3307495117
2016-05-26 23:00:00,22.3042236328,0.0,0.0,367.048553467,428.497528076,5.03962421417,-17.8746738434,50.9942398071,294.991638184,0.0110847726464,-61.4489746094,-61.4489746094
