,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-05-30 00:00:00,290.229522705,0.0,0.0,363.098205566,400.005950928,0.774601399899,-1.01956176758,36.734336853
2016-05-30 01:00:00,290.292419434,0.0,0.0,365.730163574,399.608154297,0.362037718296,-3.89559960365,30.3800849915
2016-05-30 02:00:00,290.160217285,0.0,0.0,365.77935791,398.233062744,0.0226306207478,-4.99419689178,27.2233848572
2016-05-30 03:00:00,290.233673096,0.0,0.0,368.29498291,398.49206543,-1.63699114323,-7.31219530106,21.3075180054
2016-05-30 04:00:00,290.129455566,0.0,0.0,366.069976807,398.13458252,-5.5776219368,-7.95903015137,18.2900314331
2016-05-30 05:00:00,289.578704834,0.0,0.0,363.866455078,395.530426025,-5.52886390686,-6.61890935898,19.2173442841
2016-05-30 06:00:00,289.603302002,20.9137191772,2.50964570045,363.311706543,395.06036377,0.726286172867,-2.25021862984,13.3579845428
2016-05-30 07:00:00,291.557952881,104.62462616,12.5549554825,397.676727295,412.123046875,25.0174026489,34.4863319397,-15.5143356323
2016-05-30 08:00:00,294.463348389,332.768493652,39.932220459,376.600952148,433.2706604,82.8388519287,100.187782288,-49.5419273376
2016-05-30 09:00:00,297.29574585,540.042724609,64.8051223755,384.729553223,458.941223145,152.353607178,170.471893311,-76.4049530029
2016-05-30 10:00:00,299.138702393,721.602600098,86.5922851562,388.729827881,475.440917969,218.918136597,239.647979736,-87.8474960327
2016-05-30 11:00:00,299.898132324,839.760498047,100.771263123,394.852661133,483.221252441,324.356201172,239.133483887,-80.4395446777
2016-05-30 12:00:00,300.176055908,853.173400879,102.38079834,404.197601318,489.22164917,313.115112305,277.849639893,-76.4258270264
2016-05-30 13:00:00,300.035888672,819.809936523,98.3771896362,406.890930176,480.697479248,299.23449707,281.516906738,-62.3345794678
2016-05-30 14:00:00,298.001678467,380.337921143,45.6405601501,408.439178467,465.393371582,187.615203857,84.1858520508,-8.62888813019
